Time(ms),PCElapsed(ms),ADC,Voltage(V)
1416749,3047.000,685,0.737
1416754,3047.000,685,0.737
1416759,3063.000,685,0.737
1416764,3063.000,685,0.737
1416769,3063.000,685,0.737
1416774,3078.000,685,0.737
1416779,3078.000,633,0.681
1416784,3078.000,633,0.681
1416790,3094.000,633,0.681
1416795,3110.000,634,0.682
1416800,3141.000,634,0.682
1416805,3141.000,635,0.683
1416810,3141.000,635,0.683
1416815,3141.000,635,0.683
1416820,3141.000,635,0.683
1416825,3141.000,635,0.683
1416830,3141.000,635,0.683
1416835,3141.000,635,0.683
1416840,3141.000,635,0.683
1416845,3141.000,636,0.684
1416850,3141.000,636,0.684
1416855,3156.000,636,0.684
1416860,3156.000,636,0.684
1416865,3156.000,636,0.684
1416870,3172.000,636,0.684
1416875,3172.000,636,0.684
1416880,3172.000,636,0.684
1416885,3188.000,636,0.684
1416890,3188.000,636,0.684
1416895,3188.000,637,0.685
1416900,3203.000,637,0.685
1416905,3203.000,637,0.685
1416910,3203.000,637,0.685
1416915,3235.000,637,0.685
1416920,3250.000,637,0.685
1416925,3250.000,636,0.684
1416930,3250.000,637,0.685
1416935,3250.000,637,0.685
1416940,3250.000,637,0.685
1416945,3250.000,637,0.685
1416950,3250.000,637,0.685
1416955,3250.000,637,0.685
1416960,3250.000,637,0.685
1416965,3266.000,637,0.685
1416970,3266.000,637,0.685
1416975,3266.000,637,0.685
1416980,3281.000,638,0.686
1416985,3281.000,637,0.685
1416990,3281.000,637,0.685
1416995,3297.000,637,0.685
1417000,3297.000,637,0.685
1417005,3297.000,638,0.686
1417010,3313.000,638,0.686
1417015,3313.000,638,0.686
1417020,3313.000,637,0.685
1417025,3328.000,638,0.686
1417030,3328.000,638,0.686
1417035,3344.000,638,0.686
1417040,3344.000,638,0.686
1417046,3360.000,638,0.686
1417051,3375.000,638,0.686
1417056,3375.000,638,0.686
1417061,3375.000,638,0.686
1417066,3375.000,638,0.686
1417071,3375.000,638,0.686
1417076,3375.000,638,0.686
1417081,3375.000,638,0.686
1417086,3391.000,638,0.686
1417091,3391.000,639,0.687
1417096,3391.000,638,0.686
1417101,3391.000,638,0.686
1417106,3406.000,639,0.687
1417111,3406.000,639,0.687
1417116,3406.000,638,0.686
1417121,3422.000,639,0.687
1417126,3422.000,638,0.686
1417131,3422.000,638,0.686
1417136,3438.000,638,0.686
1417141,3438.000,639,0.687
1417146,3438.000,638,0.686
1417151,3453.000,638,0.686
1417156,3469.000,639,0.687
1417161,3485.000,638,0.686
1417166,3485.000,638,0.686
1417171,3485.000,638,0.686
1417176,3485.000,640,0.688
1417181,3485.000,639,0.687
1417186,3485.000,639,0.687
1417191,3485.000,639,0.687
1417196,3500.000,640,0.688
1417201,3500.000,638,0.686
1417206,3500.000,639,0.687
