Time(ms),PCElapsed(ms),ADC,Voltage(V)
7789568,3188.000,669,0.719
7789573,3188.000,669,0.719
7789578,3203.000,669,0.719
7789583,3203.000,669,0.719
7789588,3203.000,669,0.719
7789593,3219.000,669,0.719
7789598,3219.000,669,0.719
7789603,3219.000,669,0.719
7789608,3235.000,669,0.719
7789613,3266.000,669,0.719
7789618,3282.000,669,0.719
7789623,3282.000,669,0.719
7789628,3282.000,669,0.719
7789633,3282.000,669,0.719
7789638,3282.000,669,0.719
7789643,3282.000,669,0.719
7789648,3282.000,671,0.722
7789654,3282.000,670,0.720
7789659,3282.000,671,0.722
7789664,3282.000,670,0.720
7789669,3297.000,670,0.720
7789674,3297.000,671,0.722
7789679,3297.000,670,0.720
7789684,3313.000,670,0.720
7789689,3313.000,670,0.720
7789694,3313.000,670,0.720
7789699,3328.000,670,0.720
7789704,3328.000,671,0.722
7789709,3328.000,670,0.720
7789714,3344.000,670,0.720
7789719,3344.000,670,0.720
7789724,3344.000,670,0.720
7789729,3360.000,670,0.720
7789734,3360.000,670,0.720
7789739,3360.000,670,0.720
7789744,3360.000,671,0.722
7789749,3375.000,672,0.723
7789754,3375.000,672,0.723
7789759,3375.000,672,0.723
7789764,3422.000,672,0.723
7789769,3422.000,672,0.723
7789774,3422.000,672,0.723
7789779,3422.000,672,0.723
7789784,3422.000,672,0.723
7789789,3422.000,672,0.723
7789794,3422.000,672,0.723
7789799,3422.000,672,0.723
7789804,3422.000,672,0.723
7789809,3438.000,672,0.723
7789814,3438.000,672,0.723
7789819,3438.000,672,0.723
7789824,3453.000,672,0.723
7789829,3453.000,671,0.722
7789834,3453.000,672,0.723
7789839,3469.000,672,0.723
7789844,3469.000,672,0.723
7789849,3469.000,672,0.723
7789854,3485.000,673,0.724
7789859,3485.000,672,0.723
7789864,3485.000,673,0.724
7789869,3500.000,673,0.724
7789874,3500.000,672,0.723
7789879,3500.000,672,0.723
7789884,3500.000,672,0.723
7789889,3516.000,672,0.723
7789894,3516.000,672,0.723
7789899,3563.000,673,0.724
7789904,3563.000,672,0.723
7789910,3563.000,672,0.723
7789915,3563.000,672,0.723
7789920,3563.000,672,0.723
7789925,3563.000,673,0.724
7789930,3563.000,672,0.723
7789935,3563.000,672,0.723
7789940,3563.000,672,0.723
7789945,3563.000,672,0.723
7789950,3578.000,673,0.724
7789955,3578.000,674,0.725
7789960,3578.000,674,0.725
7789965,3594.000,674,0.725
7789970,3594.000,673,0.724
7789975,3594.000,673,0.724
7789980,3610.000,673,0.724
7789985,3610.000,674,0.725
7789990,3610.000,674,0.725
7789995,3625.000,673,0.724
7790000,3625.000,673,0.724
7790005,3625.000,674,0.725
7790010,3641.000,674,0.725
7790015,3641.000,674,0.725
7790020,3641.000,673,0.724
7790025,3657.000,673,0.724
7790030,3657.000,673,0.724
7790035,3657.000,674,0.725
7790040,3703.000,674,0.725
7790045,3703.000,674,0.725
7790050,3703.000,674,0.725
7790055,3703.000,675,0.726
7790060,3703.000,675,0.726
7790065,3703.000,675,0.726
7790070,3703.000,675,0.726
7790075,3703.000,675,0.726
7790080,3703.000,675,0.726
7790085,3703.000,674,0.725
7790090,3719.000,675,0.726
7790095,3719.000,675,0.726
7790100,3719.000,674,0.725
7790105,3735.000,675,0.726
7790110,3735.000,674,0.725
7790115,3735.000,674,0.725
7790120,3750.000,675,0.726
7790125,3750.000,675,0.726
7790130,3750.000,674,0.725
7790135,3766.000,675,0.726
7790140,3766.000,674,0.725
7790145,3766.000,675,0.726
7790150,3782.000,674,0.725
7790155,3782.000,675,0.726
7790160,3782.000,676,0.727
7790166,3797.000,675,0.726
7790171,3797.000,676,0.727
7790176,3828.000,675,0.726
7790181,3828.000,675,0.726
7790186,3828.000,676,0.727
7790191,3828.000,675,0.726
7790196,3828.000,675,0.726
7790201,3828.000,675,0.726
7790206,3828.000,676,0.727
7790211,3828.000,675,0.726
7790216,3844.000,675,0.726
7790221,3844.000,675,0.726
7790226,3844.000,675,0.726
7790231,3860.000,675,0.726
7790236,3860.000,675,0.726
7790241,3860.000,675,0.726
7790246,3875.000,675,0.726
7790251,3875.000,675,0.726
7790256,3875.000,676,0.727
7790261,3891.000,676,0.727
7790266,3891.000,676,0.727
7790271,3891.000,676,0.727
7790276,3907.000,676,0.727
7790281,3907.000,677,0.728
7790286,3907.000,677,0.728
7790291,3922.000,677,0.728
7790296,3922.000,677,0.728
7790301,3953.000,677,0.728
7790306,3953.000,677,0.728
7790311,3953.000,677,0.728
7790316,3953.000,676,0.727
7790321,3953.000,676,0.727
7790326,3953.000,677,0.728
7790331,3953.000,677,0.728
7790336,3969.000,676,0.727
7790341,3969.000,676,0.727
7790346,3969.000,676,0.727
7790351,3985.000,676,0.727
7790356,3985.000,676,0.727
7790361,3985.000,677,0.728
7790366,3985.000,677,0.728
7790371,4000.000,677,0.728
7790376,4000.000,677,0.728
7790381,4000.000,677,0.728
7790386,4016.000,678,0.729
7790391,4016.000,678,0.729
7790396,4016.000,678,0.729
7790401,4032.000,677,0.728
7790406,4032.000,677,0.728
7790411,4032.000,677,0.728
7790416,4047.000,677,0.728
7790422,4047.000,677,0.728
7790427,4047.000,678,0.729
7790432,4094.000,677,0.728
7790437,4094.000,677,0.728
7790442,4094.000,677,0.728
7790447,4094.000,678,0.729
7790452,4094.000,678,0.729
7790457,4094.000,677,0.728
7790462,4094.000,678,0.729
7790467,4094.000,678,0.729
7790472,4094.000,679,0.730
7790477,4110.000,678,0.729
7790482,4110.000,678,0.729
7790487,4110.000,678,0.729
7790492,4125.000,678,0.729
7790497,4125.000,678,0.729
7790502,4125.000,678,0.729
7790507,4141.000,678,0.729
7790512,4141.000,678,0.729
7790517,4141.000,678,0.729
7790522,4157.000,678,0.729
7790527,4157.000,678,0.729
7790532,4157.000,678,0.729
7790537,4157.000,678,0.729
7790542,4172.000,678,0.729
7790547,4172.000,678,0.729
