Time(ms),PCElapsed(ms),ADC,Voltage(V)
3286950,1484.000,663,0.713
3286955,1500.000,662,0.712
3286960,1500.000,662,0.712
3286965,1500.000,662,0.712
3286970,1515.000,661,0.711
3286975,1531.000,663,0.713
3286980,1531.000,662,0.712
3286985,1531.000,662,0.712
3286990,1531.000,663,0.713
3286995,1531.000,662,0.712
3287000,1531.000,663,0.713
3287005,1547.000,663,0.713
3287010,1547.000,662,0.712
3287015,1547.000,663,0.713
3287020,1562.000,663,0.713
3287025,1562.000,662,0.712
3287030,1562.000,663,0.713
3287035,1578.000,663,0.713
3287040,1578.000,663,0.713
3287045,1578.000,662,0.712
3287050,1593.000,663,0.713
3287055,1609.000,662,0.712
3287060,1609.000,662,0.712
3287065,1609.000,662,0.712
3287070,1609.000,663,0.713
3287075,1609.000,663,0.713
3287080,1625.000,663,0.713
3287085,1625.000,663,0.713
3287090,1625.000,663,0.713
3287095,1640.000,663,0.713
3287100,1656.000,663,0.713
3287105,1656.000,663,0.713
3287110,1656.000,663,0.713
3287115,1656.000,663,0.713
3287120,1656.000,663,0.713
3287126,1672.000,663,0.713
3287131,1672.000,663,0.713
3287136,1672.000,663,0.713
3287141,1687.000,663,0.713
3287146,1687.000,663,0.713
3287151,1687.000,663,0.713
3287156,1703.000,662,0.712
3287161,1718.000,663,0.713
3287166,1718.000,663,0.713
3287171,1718.000,663,0.713
3287176,1718.000,662,0.712
3287181,1718.000,663,0.713
3287186,1718.000,663,0.713
3287191,1734.000,663,0.713
3287196,1734.000,664,0.714
3287201,1734.000,663,0.713
3287206,1750.000,663,0.713
3287211,1750.000,663,0.713
3287216,1750.000,664,0.714
3287221,1765.000,663,0.713
3287226,1797.000,663,0.713
3287231,1797.000,663,0.713
3287236,1797.000,663,0.713
3287241,1797.000,663,0.713
3287246,1797.000,663,0.713
3287251,1797.000,663,0.713
3287256,1797.000,663,0.713
3287261,1797.000,663,0.713
3287266,1812.000,663,0.713
3287271,1812.000,663,0.713
3287276,1843.000,663,0.713
3287281,1843.000,663,0.713
3287286,1843.000,664,0.714
3287291,1843.000,664,0.714
3287296,1843.000,664,0.714
3287301,1843.000,663,0.713
3287306,1843.000,663,0.713
3287311,1843.000,663,0.713
3287316,1859.000,664,0.714
3287321,1859.000,663,0.713
3287326,1859.000,664,0.714
3287331,1875.000,664,0.714
3287336,1875.000,664,0.714
3287341,1875.000,664,0.714
3287346,1890.000,663,0.713
3287351,1890.000,663,0.713
3287356,1922.000,664,0.714
3287361,1922.000,663,0.713
3287366,1922.000,663,0.713
3287371,1922.000,663,0.713
3287376,1922.000,663,0.713
3287382,1922.000,663,0.713
3287387,1922.000,664,0.714
3287392,1937.000,663,0.713
3287397,1937.000,664,0.714
3287402,1953.000,664,0.714
3287407,1968.000,664,0.714
3287412,1968.000,664,0.714
3287417,1968.000,663,0.713
3287422,1968.000,664,0.714
3287427,1968.000,664,0.714
3287432,1968.000,664,0.714
3287437,1968.000,663,0.713
3287442,1984.000,664,0.714
3287447,1984.000,664,0.714
3287452,1984.000,663,0.713
3287457,2000.000,663,0.713
3287462,2000.000,663,0.713
3287467,2000.000,664,0.714
3287472,2015.000,664,0.714
3287477,2015.000,664,0.714
3287482,2047.000,663,0.713
3287487,2047.000,664,0.714
3287492,2047.000,664,0.714
3287497,2047.000,664,0.714
3287502,2047.000,664,0.714
3287507,2047.000,664,0.714
3287512,2062.000,664,0.714
3287517,2062.000,663,0.713
3287522,2093.000,664,0.714
3287527,2093.000,664,0.714
3287532,2093.000,664,0.714
3287537,2093.000,664,0.714
3287542,2093.000,664,0.714
3287547,2093.000,664,0.714
3287552,2093.000,664,0.714
3287557,2093.000,664,0.714
3287562,2093.000,664,0.714
3287567,2109.000,664,0.714
3287572,2109.000,664,0.714
3287577,2109.000,664,0.714
3287582,2125.000,664,0.714
3287587,2125.000,664,0.714
3287592,2125.000,664,0.714
3287597,2140.000,665,0.715
3287602,2140.000,664,0.714
3287607,2140.000,664,0.714
3287612,2156.000,664,0.714
3287617,2156.000,664,0.714
3287622,2187.000,664,0.714
3287627,2203.000,664,0.714
3287632,2203.000,664,0.714
3287638,2203.000,664,0.714
3287643,2203.000,664,0.714
3287648,2203.000,664,0.714
3287653,2203.000,664,0.714
3287658,2203.000,664,0.714
3287663,2203.000,664,0.714
3287668,2203.000,664,0.714
3287673,2218.000,664,0.714
3287678,2218.000,664,0.714
3287683,2218.000,664,0.714
3287688,2234.000,664,0.714
3287693,2234.000,665,0.715
3287698,2234.000,665,0.715
3287703,2250.000,664,0.714
3287708,2250.000,664,0.714
3287713,2250.000,664,0.714
3287718,2265.000,665,0.715
3287723,2265.000,665,0.715
3287728,2265.000,664,0.714
3287733,2265.000,665,0.715
3287738,2281.000,664,0.714
3287743,2281.000,664,0.714
3287748,2281.000,664,0.714
3287753,2297.000,664,0.714
3287758,2312.000,664,0.714
3287763,2343.000,664,0.714
3287768,2343.000,664,0.714
3287773,2343.000,664,0.714
3287778,2343.000,664,0.714
3287783,2343.000,664,0.714
3287788,2343.000,664,0.714
3287793,2343.000,664,0.714
3287798,2343.000,664,0.714
3287803,2343.000,664,0.714
3287808,2343.000,664,0.714
3287813,2359.000,664,0.714
3287818,2359.000,665,0.715
3287823,2359.000,665,0.715
3287828,2375.000,664,0.714
3287833,2375.000,665,0.715
3287838,2375.000,665,0.715
3287843,2390.000,665,0.715
3287848,2390.000,664,0.714
3287853,2390.000,664,0.714
3287858,2390.000,665,0.715
3287863,2406.000,664,0.714
3287868,2406.000,665,0.715
3287873,2406.000,665,0.715
3287878,2422.000,664,0.714
3287883,2437.000,664,0.714
3287888,2453.000,665,0.715
3287894,2468.000,664,0.714
3287899,2468.000,665,0.715
3287904,2468.000,665,0.715
3287909,2468.000,665,0.715
3287914,2468.000,665,0.715
3287919,2468.000,665,0.715
3287924,2468.000,665,0.715
3287929,2468.000,665,0.715
3287934,2468.000,665,0.715
3287939,2484.000,665,0.715
3287944,2484.000,665,0.715
3287949,2484.000,665,0.715
3287954,2500.000,665,0.715
3287959,2500.000,665,0.715
3287964,2500.000,666,0.716
3287969,2515.000,665,0.715
3287974,2515.000,665,0.715
3287979,2515.000,665,0.715
3287984,2515.000,665,0.715
3287989,2531.000,665,0.715
3287994,2531.000,665,0.715
3287999,2531.000,665,0.715
3288004,2547.000,665,0.715
3288009,2562.000,665,0.715
3288014,2593.000,665,0.715
3288019,2593.000,665,0.715
3288024,2593.000,665,0.715
3288029,2593.000,666,0.716
3288034,2593.000,665,0.715
3288039,2593.000,665,0.715
3288044,2593.000,665,0.715
3288049,2593.000,665,0.715
3288054,2593.000,666,0.716
3288059,2593.000,665,0.715
3288064,2609.000,665,0.715
3288069,2609.000,665,0.715
3288074,2609.000,666,0.716
3288079,2625.000,665,0.715
3288084,2625.000,666,0.716
3288089,2625.000,666,0.716
3288094,2640.000,665,0.715
3288099,2640.000,666,0.716
3288104,2640.000,666,0.716
3288109,2640.000,665,0.715
3288114,2656.000,666,0.716
3288119,2656.000,666,0.716
3288124,2687.000,666,0.716
3288129,2718.000,666,0.716
3288134,2718.000,666,0.716
3288139,2718.000,666,0.716
3288144,2718.000,665,0.715
3288150,2718.000,666,0.716
3288155,2718.000,666,0.716
3288160,2718.000,666,0.716
3288165,2718.000,666,0.716
3288170,2718.000,666,0.716
3288175,2718.000,665,0.715
3288180,2718.000,665,0.715
3288185,2718.000,666,0.716
3288190,2734.000,666,0.716
3288195,2734.000,665,0.715
3288200,2734.000,666,0.716
3288205,2750.000,666,0.716
3288210,2750.000,666,0.716
3288215,2750.000,666,0.716
3288220,2765.000,666,0.716
3288225,2765.000,666,0.716
3288230,2765.000,666,0.716
3288235,2781.000,666,0.716
3288240,2781.000,666,0.716
3288245,2781.000,666,0.716
3288250,2812.000,666,0.716
3288255,2843.000,666,0.716
3288260,2843.000,666,0.716
3288265,2843.000,666,0.716
3288270,2843.000,666,0.716
3288275,2843.000,666,0.716
3288280,2843.000,666,0.716
3288285,2843.000,666,0.716
3288290,2843.000,666,0.716
3288295,2843.000,666,0.716
3288300,2843.000,666,0.716
3288305,2843.000,666,0.716
3288310,2843.000,666,0.716
3288315,2859.000,666,0.716
3288320,2859.000,666,0.716
3288325,2859.000,666,0.716
3288330,2875.000,666,0.716
3288335,2875.000,666,0.716
3288340,2875.000,666,0.716
3288345,2890.000,666,0.716
3288350,2890.000,667,0.717
3288355,2890.000,666,0.716
3288360,2906.000,666,0.716
3288365,2906.000,666,0.716
3288370,2906.000,666,0.716
3288375,2937.000,666,0.716
3288380,2968.000,666,0.716
3288385,2968.000,666,0.716
3288390,2968.000,666,0.716
3288395,2968.000,666,0.716
3288400,2968.000,666,0.716
3288406,2968.000,667,0.717
3288411,2968.000,667,0.717
3288416,2968.000,666,0.716
3288421,2968.000,667,0.717
3288426,2968.000,666,0.716
3288431,2968.000,667,0.717
3288436,2968.000,666,0.716
3288441,2984.000,666,0.716
3288446,2984.000,666,0.716
3288451,2984.000,666,0.716
3288456,3000.000,667,0.717
3288461,3000.000,666,0.716
3288466,3000.000,667,0.717
3288471,3015.000,667,0.717
3288476,3015.000,666,0.716
3288481,3015.000,666,0.716
3288486,3031.000,667,0.717
3288491,3031.000,666,0.716
3288496,3078.000,667,0.717
3288501,3078.000,667,0.717
3288506,3078.000,666,0.716
3288511,3078.000,667,0.717
3288516,3078.000,667,0.717
3288521,3078.000,667,0.717
3288526,3078.000,667,0.717
3288531,3078.000,667,0.717
3288536,3078.000,666,0.716
3288541,3078.000,667,0.717
3288546,3093.000,667,0.717
3288551,3109.000,667,0.717
3288556,3109.000,666,0.716
3288561,3109.000,666,0.716
3288566,3109.000,666,0.716
3288571,3109.000,666,0.716
3288576,3109.000,667,0.717
3288581,3125.000,666,0.716
3288586,3125.000,666,0.716
3288591,3125.000,666,0.716
3288596,3140.000,667,0.717
3288601,3140.000,666,0.716
3288606,3140.000,666,0.716
3288611,3156.000,667,0.717
3288616,3156.000,666,0.716
3288621,3156.000,667,0.717
3288626,3172.000,667,0.717
3288631,3172.000,667,0.717
3288636,3172.000,667,0.717
3288641,3187.000,667,0.717
3288646,3187.000,666,0.716
3288651,3187.000,667,0.717
3288656,3203.000,667,0.717
3288662,3218.000,667,0.717
3288667,3250.000,666,0.716
3288672,3250.000,667,0.717
3288677,3250.000,667,0.717
3288682,3250.000,667,0.717
3288687,3250.000,667,0.717
3288692,3250.000,667,0.717
3288697,3250.000,667,0.717
3288702,3250.000,667,0.717
3288707,3250.000,667,0.717
3288712,3250.000,667,0.717
3288717,3250.000,667,0.717
3288722,3265.000,667,0.717
3288727,3265.000,667,0.717
3288732,3265.000,667,0.717
3288737,3281.000,667,0.717
3288742,3281.000,667,0.717
3288747,3281.000,667,0.717
3288752,3297.000,667,0.717
3288757,3297.000,667,0.717
3288762,3297.000,667,0.717
3288767,3312.000,667,0.717
3288772,3312.000,667,0.717
